10,328000,32000,132000,1636992.01,15574.5137,212220.282,99.62,110.7,91.86
3.333333333,80000,136000,560000,180403.128,377262.931,595864.277,93.34,79.3,64.6
1.111111111,184000,120000,168000,41691.8807,152663.568,566493.127,78.4,101.31,94.23
0.37037037,240000,320000,128000,472412.002,372461.559,211186.226,87.6,96.5,82.9
0.12345679,216000,112000,640000,395328.737,174371.403,383323.694,95.41,101.08,95.04
0.041152263,208000,160000,152000,47079.2327,265179.705,278746.529,89.6,109.17,86.9
