Ctrl,320000,360000,200000,160000,240000,200000
NUP107,40,120,240,30,30,30
PAICS,32000,16000,7200,20000,16000,76000
PNN,320,160,120,40,30,30
SRC,120,440,440,480,320,160
XRCC1,400,480,120,160,120,120
GOLGA3,20000,24000,20000,8000,3200,4000
MYLK,360,200,240,200,280,160
ATAD2,40,680,30,30,30,30
ATP5F1B,200,240,280,480,320,440
BST1,2000,2800,2000,5600,2400,2400
KAT7,120,360,320,160,320,360
KLHDC10,240,360,200,160,200,160
NUCKS1,40,80,30,30,30,30
WNK1,240,120,200,320,280,400
