Ctrl,2411447.06,2696998.4,3401648.15,2958.72594,2619053.62,196023.545
IRF3,5342474.14,3924947.66,5837319.25,1268098.65,2008886.07,729958.945
TAB1,41.2682749,422.485047,100.80978,13.9280006,53.6740937,14.0463057
ATP5B,451.913933,5562.03357,877.774277,28.4414663,,
PNN,4.93920848,130.320232,30.5191323,10.5659901,,
