Uniprot	EntrezID
A0A0D9SA32	103219863
A0A0D9QW87	103233170
A0A0D9RJC1	103229330
A0A0D9R0S9	103242814
A0A0D9RSB6	103215645
A0A0D9S077	103247429
A0A0D9RR87	103239707
A0A0D9S1U5	103236452
A0A0D9S3D8	103223688
A0A0D9QZG3	103238429
A0A0D9RZA1	103222530
A0A0D9QZ89	103234177
A0A0D9RCM8	103218496
A0A0D9QZX1	103231528
A0A0D9RH28	103244784
A0A0D9RHD4	103245579
A0A0D9SBI3	103217345
A0A0D9S408	103223764
A0A0D9R273	103246026
A0A0D9RXQ8	103214933
A0A0D9R4U0	103233891
A0A0D9RZA7	103246727
A0A0D9RJC9	103230464
A0A0D9RNS3	103237754
A0A0D9RP63	103245516
A0A0D9RZ48	103214289
A0A0D9S636	103235342
A0A0D9RFL9	103241573
A0A0D9RAX8	103215897
A0A0D9REB6	103226729
A0A0D9S6Y9	103224592
A0A0D9R9Z6	103218569
A0A0D9RX18	103215115
A0A0D9RXH7	103231095
A0A0D9RIW8	103221316
A0A0D9QUP5	103248123
A0A0D9RZ55	103222568
A0A0D9RN68	103245364
A0A0D9RL81	103218918
A0A0D9R9N3	103227696
A0A0D9RF85	103230637
A0A0D9R5N9	103222100
A0A0D9S787	103224792
A0A0D9RS32	103217255
A0A0D9QZ14	103238497
A0A0D9RG16	103218380
A0A0D9RA90	103246489
A0A0D9S602	103235312
A0A0D9RU25	103221988
A0A0D9R5L7	103222104
A0A0D9R0P6	103230939
A0A0D9S388	103243533
A0A0D9R033	103216382
A0A0D9RKQ5	103229257
A0A0D9RSK4	103223062
A0A0D9RDE1	103242364
A0A0D9RS51	103231576
A0A0D9RQH8	103239746
A0A0D9R866	103242011
A0A0D9R3J9	103228296
A0A0D9RS98	103230125
A0A0D9RYW1	103214366
A0A0D9RBQ5	103232375
A0A0D9RLK0	103231918
A0A0D9SCW4	103235660
A0A0D9RY09	103214799
A0A0D9QX62	103243073
A0A0D9S3E3	103239110
A0A0D9R9Y5	103217526
A0A0D9R9X3	103237552
A0A0D9SDD5	103230755
A0A0D9S0Q9	103236240
A0A0D9RUD9	103230022
A0A0D9RQY2	103245249
A0A0D9S8I7	103225553
A0A0D9RMV2	103229168
A0A0D9R344	103233839
A0A0D9SCV5	103234994
A0A0D9R230	103242694
A0A0D9RML1	103246401
A0A0D9RRL2	103220093
A0A0D9RL14	103244611
A0A0D9R836	103218678
A0A0D9S4M4	103223820
A0A0D9RE71	103229626
A0A0D9QWB7	103235942
A0A0D9S3K3	103248584
A0A0D9S7J7	103224978
A0A0D9QZD4	103232507
A0A0D9SCD0	103222146
A0A0D9RB61	103223149
A0A0D9RT56	103222816
A0A0D9RWY5	103240256
A0A0D9RQ24	103230241
A0A0D9RAP2	103223166
A0A0D9RG72	103217589
A0A0D9RLS2	103230397
A0A0D9REC4	103215808
A0A0D9R186	103230867
A0A0D9SBW7	103233956
A0A0D9S856	103225319
A0A0D9QVL4	103236055
A0A0D9RDL5	103241689
A0A0D9R9I2	103241901
A0A0D9R6Z3	103228738
A0A0D9RN02	103230339
A0A0D9R3I1	103227215
A0A0D9QWH3	103235910
A0A0D9RSA9	103215648
A0A0D9SCB4	103215039
A0A0D9SCB4	103231594
A0A0D9RQW5	103240634
A0A0D9S5A3	103223896
A0A0D9RYG4	103222674
A0A0D9QV21	103238811
A0A0D9S7G2	103224914
A0A0D9SBJ0	103218164
A0A0D9RA10	103226934
A0A0D9QX94	103243064
A0A0D9RB75	103237498
A0A0D9S3T2	103243619
A0A0D9RIM3	103248597
A0A0D9S701	103224617
A0A0D9RQD9	103220167
A0A0D9SD68	103221383
A0A0D9S1K6	103234829
A0A0D9RS18	103230138
A0A0D9RX86	103215092
A0A0D9SA49	103230244
A0A0D9R0D0	103242846
A0A0D9RIN9	103248557
A0A0D9QVC3	103234642
A0A0D9S621	103224094
A0A0D9RPB0	103245437
A0A0D9R431	103245906
A0A0D9R6C8	103223248
A0A0D9RHX7	103237218
A0A0D9SEB8	103239857
A0A0D9RAE0	103245918
A0A0D9QW77	103233183
A0A0D9RL89	103237060
A0A0D9S1A5	103234782
A0A0D9RCC0	103228005
A0A0D9S7C1	103224850
A0A0D9QYK8	103238880
A0A0D9S1M1	103248274
A0A0D9S5F3	103235177
A0A0D9SCW0	103235194
A0A0D9SE02	103219961
A0A0D9QYD3	103242990
A0A0D9S238	103234884
A0A0D9RDJ7	103242356
A0A0D9RBW6	103237714
A0A0D9SA13	103232606
A0A0D9SCH1	103243768
A0A0D9R3Z8	103220659
A0A0D9S8C6	103225456
A0A0D9SCA0	103240554
A0A0D9R2H5	103234003
A0A0D9R822	103237623
A0A0D9QX04	103240330
A0A0D9RZT5	103248972
A0A0D9RLT6	103229185
A0A0D9RG44	103217596
A0A0D9RAI5	103245027
A0A0D9RQF2	103220161
A0A0D9RD76	103227991
A0A0D9RWU9	103231185
A0A0D9RBI7	103241775
A0A0D9RIZ2	103230496
A0A0D9RNY2	103245551
A0A0D9R584	103232635
A0A0D9RLD7	103240762
A0A0D9QVB3	103236103
A0A0D9R347	103245944
A0A0D9RXL2	103215007
A0A0D9R1X5	103218107
A0A0D9RNQ4	103220241
A0A0D9SC35	103238701
A0A0D9RQF3	103230214
A0A0D9RA15	103241877
A0A0D9SBX6	103227263
A0A0D9RR02	103223958
A0A0D9RVS3	103227484
A0A0D9RRP5	103244339
A0A0D9QYG0	103238530
A0A0D9RQE5	103220163
A0A0D9S0A2	103246595
A0A0D9RSS6	103226143
A0A0D9RD91	103218471
A0A0D9S6M3	103224358
A0A0D9RGN3	103221477
A0A0D9S4V6	103243763
A0A0D9S5W9	103235285
A0A0D9S193	103233372
A0A0D9S056	103244082
A0A0D9RMQ0	103242157
A0A0D9R768	103219252
A0A0D9QXW4	103235747
A0A0D9R9L4	103217825
A0A0D9RWI4	103215175
A0A0D9S9T3	103220751
A0A0D9S9U2	103231120
A0A0D9RCV1	103226845
A0A0D9S679	103224168
A0A0D9S5E3	103235182
A0A0D9RZ47	103222572
A0A0D9S2H1	103236622
A0A0D9QZJ0	103216424
A0A0D9SD19	103238202
A0A0D9S1B5	103234790
A0A0D9RJB0	103221294
A0A0D9S0Q3	103238894
A0A0D9RF99	103242334
A0A0D9RZP3	103222427
A0A0D9RAM1	103232415
A0A0D9RC54	103223124
A0A0D9S889	103225390
A0A0D9S8P0	103225630
A0A0D9S3L3	103223714
A0A0D9S8D0	103225463
A0A0D9S9V9	103231352
A0A0D9RS78	103223332
A0A0D9RSQ4	103220033
A0A0D9S8A8	103225420
A0A0D9RPQ6	103239783
A0A0D9RDK3	103217670
A0A0D9SBM8	103244288
A0A0D9S406	103239159
A0A0D9RRU7	103220075
A0A0D9RRP2	103244282
A0A0D9RTB3	103240506
A0A0D9RDQ6	103234564
A0A0D9QVM9	103248020
A0A0D9REV9	103237326
A0A0D9S2P9	103234960
A0A0D9R4T1	103245845
A0A0D9R173	103238277
A0A0D9R437	103227155
A0A0D9RZQ0	103247519
A0A0D9QYD8	103233038
A0A0D9QZ81	103234179
A0A0D9SB92	103237174
A0A0D9R2F9	103232859
A0A0D9RPS8	103226281
A0A0D9RA02	103245034
A0A0D9SB96	103214330
A0A0D9RXH5	103215021
A0A0D9RI87	103244754
A0A0D9SB86	103249046
A0A0D9RAP4	103230851
A0A0D9R0W9	103218214
A0A0D9S0B0	103246579
A0A0D9RYE5	103222694
A0A0D9R5S7	103222073
A0A0D9S8S7	103225693
A0A0D9RKM0	103231959
A0A0D9R7I3	103216048
A0A0D9RN60	103227709
A0A0D9RXB2	103241111
A0A0D9RQA7	103244392
A0A0D9R9Y7	103241881
A0A0D9RNT8	103245346
A0A0D9QWH7	103235908
A0A0D9RQR8	103236758
A0A0D9RR10	103230195
A0A0D9RD55	103217680
A0A0D9SD83	103221879
A0A0D9RR35	103220113
A0A0D9S553	103235117
A0A0D9S1J4	103243392
A0A0D9R1I7	103230558
A0A0D9RZS0	103247186
A0A0D9RP69	103226323
A0A0D9RFU1	103215736
A0A0D9R335	103233854
A0A0D9S4M5	103239273
A0A0D9RB20	103244984
A0A0D9QX23	103235851
A0A0D9QV66	103243221
A0A0D9S0T8	103233361
A0A0D9QYF6	103233031
A0A0D9R814	103216032
A0A0D9QVT6	103234621
A0A0D9RDB3	103242368
A0A0D9S9Y4	103232380
A0A0D9RVN9	103216925
A0A0D9RGC1	103219040
A0A0D9RR44	103229000
A0A0D9RAD9	103232434
A0A0D9RIR4	103219009
A0A0D9RC29	103227555
A0A0D9S3Y8	103239155
A0A0D9RH94	103232121
A0A0D9RP43	103240728
A0A0D9R7E3	103245119
A0A0D9RDV7	103227981
A0A0D9QYC1	103233035
A0A0D9RH40	103229400
A0A0D9RL01	103229229
A0A0D9RDP3	103241683
A0A0D9REE1	103219185
A0A0D9S4L4	103239266
A0A0D9R1B2	103234837
A0A0D9QYH7	103242998
A0A0D9RFP1	103218403
A0A0D9S4F0	103239232
A0A0D9RUR1	103246374
A0A0D9R424	103232748
A0A0D9S7D6	103224880
A0A0D9R3V7	103228233
A0A0D9S3M3	103243581
A0A0D9RES7	103226773
A0A0D9RGX9	103244790
A0A0D9RLP8	103229203
A0A0D9RKU2	103227755
A0A0D9RED1	103215810
A0A0D9SAB5	103240132
A0A0D9S6N1	103224368
A0A0D9S9Y5	103232400
A0A0D9QY29	103235720
A0A0D9RKM6	103218953
A0A0D9R3H2	103245927
A0A0D9REU1	103230660
A0A0D9R4N9	103238153
A0A0D9RC20	103215865
A0A0D9R901	103215553
A0A0D9S096	103247411
A0A0D9SBS5	103227782
A0A0D9R816	103218669
A0A0D9RN53	103236932
A0A0D9RG54	103242310
A0A0D9S976	103248712
A0A0D9RCA8	103219279
A0A0D9RXB6	103241108
A0A0D9RCF2	103226866
A0A0D9QZK7	103242922
A0A0D9R3M1	103223293
A0A0D9RDX0	103230733
A0A0D9S5K5	103239411
A0A0D9S7V8	103225172
A0A0D9SDQ2	103246712
A0A0D9R6Q3	103218727
A0A0D9RKZ1	103221194
A0A0D9S1S2	103243403
A0A0D9SAD8	103224285
A0A0D9R5G8	103245811
A0A0D9RBH6	103229781
A0A0D9RLW7	103221155
A0A0D9R5K0	103222108
A0A0D9SE54	103235144
A0A0D9S3K6	103248587
A0A0D9RD03	103219235
A0A0D9SCP3	103226553
A0A0D9RWC3	103216869
A0A0D9RFA6	103230623
A0A0D9R1V2	103228406
A0A0D9QW01	103247989
A0A0D9QWA0	103247881
A0A0D9RWN2	103231245
A0A0D9SCT1	103227136
A0A0D9R545	103232641
A0A0D9RPG2	103239790
A0A0D9RN92	103227704
A0A0D9R6F0	103219663
A0A0D9RGZ5	103244788
A0A0D9QXF5	103235812
A0A0D9RZ10	103246763
A0A0D9R286	103227304
A0A0D9RSA1	103227602
A0A0D9R830	103219066
A0A0D9RRN1	103226200
A0A0D9RFF6	103242327
A0A0D9RTX0	103227567
A0A0D9S9D9	103232769
A0A0D9RUL9	103227539
A0A0D9RUE2	103217064
A0A0D9QVX3	103247996
A0A0D9R633	103232583
A0A0D9RKH3	103221215
A0A0D9R8T6	103217877
A0A0D9RJV0	103245477
A0A0D9RJ56	103237996
A0A0D9S835	103225304
A0A0D9RBA7	103221654
A0A0D9S2J7	103239033
A0A0D9RS38	103228907
A0A0D9RLW4	103237855
A0A0D9RJN3	103248167
A0A0D9QVE6	103236085
A0A0D9R4S4	103219711
A0A0D9SCE0	103243276
A0A0D9SCE0	103249052
A0A0D9S5V3	103224047
A0A0D9RMZ2	103244506
A0A0D9QWY4	103234497
A0A0D9R5H3	103228167
A0A0D9RLM5	103230404
A0A0D9RLK3	103237019
A0A0D9RTS3	103222399
A0A0D9RTX2	103222253
A0A0D9RIL7	103217519
A0A0D9RNQ5	103245677
A0A0D9RJS8	103217465
A0A0D9QUU8	103243260
A0A0D9RBR6	103218510
A0A0D9S9S0	103236220
A0A0D9SE10	103226177
A0A0D9SDX8	103229169
A0A0D9RVV1	103240351
A0A0D9S852	103225325
A0A0D9R3Y1	103218009
A0A0D9QZP9	103216409
A0A0D9RG69	103241523
A0A0D9R6Y9	103228120
A0A0D9RJX5	103245475
A0A0D9RJ98	103244696
A0A0D9RZW5	103248950
A0A0D9QVP8	103236038
A0A0D9RCI1	103229755
A0A0D9S3F3	103223691
A0A0D9RJM0	103217470
A0A0D9R582	103220001
A0A0D9RZ59	103214279
A0A0D9QVN9	103238733
A0A0D9RHZ0	103227824
A0A0D9RF62	103219146
A0A0D9RB71	103244977
A0A0D9R852	103220661
A0A0D9RSV8	103220027
A0A0D9QY97	103238542
A0A0D9R516	103219678
A0A0D9QVJ7	103243196
A0A0D9RGR1	103233637
A0A0D9R0W4	103228521
A0A0D9S333	103239083
A0A0D9RFD6	103220553
A0A0D9RS16	103244276
A0A0D9RZ58	103222566
A0A0D9RYW0	103214368
A0A0D9QUW4	103233296
A0A0D9SE59	103235231
A0A0D9R7G3	103221817
A0A0D9R6M3	103226603
A0A0D9R5E6	103216098
A0A0D9R5V9	103218769
A0A0D9R556	103219672
A0A0D9RGG0	103233656
A0A0D9REF1	103226790
A0A0D9RMG6	103244543
A0A0D9R9L9	103215972
A0A0D9RMA1	103245410
A0A0D9S595	103223891
A0A0D9S776	103224781
A0A0D9R241	103227326
A0A0D9RB21	103237511
A0A0D9SD28	103238387
A0A0D9RC68	103244960
A0A0D9RIQ7	103240837
A0A0D9QVE1	103233254
A0A0D9RR40	103231634
A0A0D9S9H5	103244687
A0A0D9RL29	103218929
A0A0D9R7J0	103233809
A0A0D9S980	103248717
A0A0D9QX97	103233123
A0A0D9RVZ0	103221205
A0A0D9S329	103235003
A0A0D9RE48	103219197
A0A0D9R9W3	103226941
A0A0D9R138	103235099
A0A0D9RVP0	103240382
A0A0D9RWG6	103215331
A0A0D9R8A4	103217889
A0A0D9RGB1	103215085
A0A0D9S993	103242153
A0A0D9RD80	103218473
A0A0D9S568	103235127
A0A0D9SEA1	103246275
A0A0D9RMG5	103220303
A0A0D9S6W5	103224537
A0A0D9RX81	103231141
A0A0D9QX87	103243066
A0A0D9RBC4	103218535
A0A0D9S617	103224092
A0A0D9RD64	103227051
A0A0D9RGM8	103230606
A0A0D9RPQ9	103240712
A0A0D9RNH2	103245801
A0A0D9SBD8	103217405
A0A0D9RN63	103226390
A0A0D9SAB4	103240112
A0A0D9RZY0	103246653
A0A0D9RI96	103233605
A0A0D9R2U8	103233974
A0A0D9REG4	103217637
A0A0D9SAZ0	103234084
A0A0D9QW59	103238687
A0A0D9R7J8	103222397
A0A0D9S5S8	103224025
A0A0D9RIA5	103229345
A0A0D9R321	103233941
A0A0D9RPZ2	103240695
A0A0D9RZN0	103247465
A0A0D9R3J2	103223296
A0A0D9RR47	103227635
A0A0D9SD45	103223020
A0A0D9R8Z9	103219496
A0A0D9REF8	103233718
A0A0D9R5L2	103232626
A0A0D9RD63	103232344
A0A0D9S6U7	103224507
A0A0D9QZP5	103216413
A0A0D9S2Q6	103233462
A0A0D9R9G8	103242422
A0A0D9QUH6	103248171
A0A0D9S073	103244028
A0A0D9S6X7	103224575
A0A0D9S0V8	103243325
A0A0D9QZF8	103223456
A0A0D9S718	103224662
A0A0D9RBM5	103230804
A0A0D9QZB7	103242935
A0A0D9RRW0	103220074
A0A0D9RWT2	103215273
A0A0D9R1R6	103238238
A0A0D9S958	103248222
A0A0D9RGT1	103221471
A0A0D9SCE2	103243295
A0A0D9SBW5	103233889
A0A0D9R2M5	103227268
A0A0D9QZ31	103238487
A0A0D9QYM3	103233022
A0A0D9RCJ1	103237446
A0A0D9RMA9	103244552
A0A0D9RNY5	103227679
A0A0D9RSK1	103223057
A0A0D9S256	103236548
A0A0D9RFW8	103218381
A0A0D9RZU4	103247173
A0A0D9QWS8	103234520
A0A0D9RAQ0	103245024
A0A0D9S8I3	103225551
A0A0D9QX59	103233133
A0A0D9S8Q3	103225647
A0A0D9RMA3	103244554
A0A0D9RGW9	103244789
A0A0D9RC02	103237462
A0A0D9S8K6	103225584
A0A0D9RTX9	103230036
A0A0D9RA14	103237542
A0A0D9RET6	103230661
A0A0D9R549	103232640
A0A0D9R1S0	103234575
A0A0D9S3N3	103248599
A0A0D9SAK9	103232220
A0A0D9R6Y0	103221846
A0A0D9QWY1	103238623
A0A0D9RS72	103230131
A0A0D9SAH9	103232043
A0A0D9S5N7	103223960
A0A0D9RHC3	103248949
A0A0D9R4N4	103227127
A0A0D9SDZ5	103229740
A0A0D9RY86	103222778
A0A0D9RQ00	103229046
A0A0D9R0P2	103216343
A0A0D9R538	103228177
A0A0D9SCM9	103222138
A0A0D9R6I6	103218734
A0A0D9S8C1	103225449
A0A0D9SDR2	103246891
A0A0D9S270	103236559
A0A0D9R750	103242480
A0A0D9S8F7	103225506
A0A0D9R6M8	103232546
A0A0D9RQH4	103240651
A0A0D9RCD6	103226865
A0A0D9RVL5	103227503
A0A0D9S9W8	103231373
A0A0D9RHA0	103214434
A0A0D9QVH9	103238765
A0A0D9RKN3	103221209
A0A0D9SA19	103232682
A0A0D9R9V3	103226946
A0A0D9RM95	103230380
A0A0D9R1S1	103228428
A0A0D9S4K6	103239259
A0A0D9R204	103242713
A0A0D9S9M7	103219377
A0A0D9R769	103223230
A0A0D9S139	103243347
A0A0D9RBS9	103241745
A0A0D9RBQ8	103239180
A0A0D9RB19	103242251
A0A0D9RTB7	103240504
A0A0D9RB51	103223153
A0A0D9RZ82	103214257
A0A0D9S179	103248239
A0A0D9RFU2	103234991
A0A0D9RI61	103227816
A0A0D9RZ21	103214329
A0A0D9QYH2	103242996
A0A0D9S364	103223658
A0A0D9S8B5	103225436
A0A0D9R0U5	103228543
A0A0D9S5G1	103223927
A0A0D9RHK4	103237251
A0A0D9QVR3	103236027
A0A0D9S2R5	103243462
A0A0D9QYT1	103235605
A0A0D9RS57	103230135
A0A0D9R171	103228453
A0A0D9R7L1	103245113
A0A0D9RMK3	103245391
A0A0D9RJ29	103218991
A0A0D9S5B6	103223905
A0A0D9RPB3	103236861
A0A0D9RJT8	103248151
A0A0D9RU29	103246421
A0A0D9RSA0	103223255
A0A0D9RGJ5	103244796
A0A0D9RAP3	103243603
A0A0D9R9I7	103237569
A0A0D9RY99	103246882
A0A0D9RAY1	103230849
A0A0D9R8J7	103216006
A0A0D9RRH3	103240626
A0A0D9RUL6	103227540
A0A0D9SDS8	103227153
A0A0D9RIE5	103229341
A0A0D9RPZ3	103236829
A0A0D9S9L5	103219259
A0A0D9RET2	103244812
A0A0D9RU91	103231462
A0A0D9S3W5	103248637
A0A0D9R135	103242797
A0A0D9RIZ4	103238009
A0A0D9RS30	103223397
A0A0D9R2L8	103229866
A0A0D9RTJ5	103230059
A0A0D9R0W0	103235502
A0A0D9SBQ3	103217743
A0A0D9R7I5	103218694
A0A0D9QWQ5	103240650
A0A0D9RPH1	103220220
A0A0D9REH4	103230666
A0A0D9SAX8	103233422
A0A0D9RUU6	103230000
A0A0D9RKQ2	103221206
A0A0D9RKF0	103229278
A0A0D9S6Q8	103224419
A0A0D9S1V4	103236461
A0A0D9S2P1	103243460
A0A0D9RW22	103242357
A0A0D9RV46	103216978
A0A0D9QYJ1	103242985
A0A0D9RTL4	103219985
A0A0D9RAB3	103221708
A0A0D9RD58	103227041
A0A0D9RL28	103245452
A0A0D9RJC0	103240822
A0A0D9REF3	103230675
A0A0D9S9V6	103231329
A0A0D9QW65	103247973
A0A0D9S8X4	103225791
A0A0D9RDF7	103230740
A0A0D9R2J9	103227272
A0A0D9S6Y7	103224588
A0A0D9RRB6	103215683
A0A0D9SD47	103223278
A0A0D9R8S2	103237607
A0A0D9QW08	103247983
A0A0D9S349	103248504
A0A0D9RN51	103227712
A0A0D9RG57	103242311
A0A0D9RPF5	103245394
A0A0D9RSS1	103228813
A0A0D9RNC4	103244496
A0A0D9QXY2	103243025
A0A0D9RW39	103215216
A0A0D9R1W9	103228373
A0A0D9R9M6	103217683
A0A0D9RSY2	103222889
A0A0D9QVA2	103243217
A0A0D9S6S9	103224460
A0A0D9QUT4	103236175
A0A0D9QVP0	103233241
A0A0D9RMR6	103239832
A0A0D9S2A4	103248375
A0A0D9R7C8	103216061
A0A0D9R086	103231313
A0A0D9S855	103225321
A0A0D9S026	103244157
A0A0D9RP91	103226328
A0A0D9S2D4	103243439
A0A0D9RC76	103217747
A0A0D9RGN2	103226141
A0A0D9RDG3	103215831
A0A0D9QZ33	103216467
A0A0D9S4I8	103243723
A0A0D9QUM6	103248131
A0A0D9RR30	103239715
A0A0D9RPI0	103221068
A0A0D9SBT8	103218217
A0A0D9RS40	103243931
A0A0D9QUW3	103238823
A0A0D9S989	103242147
A0A0D9R883	103220653
A0A0D9S429	103235058
A0A0D9RXJ8	103240102
A0A0D9RZW8	103247163
A0A0D9RED0	103218443
A0A0D9RTD0	103215598
A0A0D9RFJ3	103219125
A0A0D9RCZ0	103229728
A0A0D9RAR7	103221683
A0A0D9S033	103244147
A0A0D9S5U6	103224046
A0A0D9R4U5	103245847
A0A0D9S4Y7	103248897
A0A0D9RIW1	103219003
A0A0D9QWX7	103216662
A0A0D9QV17	103236128
A0A0D9S0Y2	103236281
A0A0D9R2T2	103218067
A0A0D9S8V9	103225768
A0A0D9RG26	103217602
A0A0D9R252	103234474
A0A0D9S3D6	103223689
A0A0D9S1L8	103248272
A0A0D9RL76	103231941
A0A0D9R2R3	103218073
A0A0D9R8F1	103241987
