30.4380274658504,31.8268080446611,33.2654758626441,34.4483924059982
30.5439148050814,32.1413576942598,33.1241693051826,34.3050742218567
29.7233000822203,31.5880390470818,33.2351221670441,34.3105003439041
32.0847420629644,32.7106624023572,34.5461538931929,35.467061510083
32.1744470665359,33.0504530677457,34.5182757155739,35.4527877536799
32.1566562041542,33.0478254053985,34.5231439069004,35.3405076865568
25.8240794701131,25.8459247459596,27.931662673696,29.1876152650458
25.9296848371084,26.6991598785196,27.8918052156036,29.3186027584878
25.9424214045752,26.8108145270449,27.9574943479161,29.3343846130366
26.4262889998512,26.5664585816971,27.6710506729672,28.624681431951
26.0033334359562,27.3313319184304,27.4642334688139,29.2876773586597
26.1328854147886,26.8448036506188,27.4953361909182,28.881548609395
