10,119.2,116.8,119.3
3.333333333,134,118.7,118.8
1.111111111,128,116.3,126.9
0.37037037,123.3,120.7,124.1
0.12345679,128.4,130.3,124.6
0.041152263,126.5,117.9,116.3
