1.121,0,1.104,3.063,0.01,0.253
1.128205,0.00052951,1.292079,1.928,0.076,0
0.5005102,NaN,NaN,3.712375,NaN,0.04318182
0.765,NaN,0.8453865,2.55102,0.03677419,NaN
NaN,NaN,NaN,NaN,0.0744186,NaN
NaN,0,NaN,NaN,NaN,NaN
