10,22.1,18.6,19.5
3.333333333,25.2,23.7,19.4
1.111111111,26.4,24.4,23.4
0.37037037,36.1,31.2,26.5
0.12345679,34.4,32.9,33.4
0.041152263,59.2,44.8,40.4
