1,2.86,0.77,1.64,0.32,1.07,6.72
1,3.86,0.84,2.12,0.34,0.54,6.63
1,2.56,0.92,2.01,0.3,0.56,7.21
1,1.33,1.1,1.01,0.32,0.55,2.24
1,3.78,1.2,1.48,0.24,1.07,5.67
1,NaN,1.11,2.71,0.61,1.6,31.28
